problem,prompt_name,code_index,code_segment,Size,Min,Average,Max,Exception
p1_find_missing_number,prompt_2,34,['def funcImp(arg1):\n    n = len(arg1)\n    x = 0\n    for i in range(n):\n        x ^= i + 1 ^ arg1[i]\n    return x'],100000,0.3998107,0.406557357,0.4216567,N/A
p1_find_missing_number,prompt_2,35,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    actual_sum = sum(arg1)\n    missing_num = total_sum - actual_sum\n    return missing_num'],1000,0.0002127,0.000224075,0.0002363,N/A
p1_find_missing_number,prompt_2,35,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    actual_sum = sum(arg1)\n    missing_num = total_sum - actual_sum\n    return missing_num'],10000,0.0019782,0.002086908,0.0029555,N/A
p1_find_missing_number,prompt_2,35,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    actual_sum = sum(arg1)\n    missing_num = total_sum - actual_sum\n    return missing_num'],100000,0.0648593,0.067337169,0.073549,N/A
p1_find_missing_number,prompt_2,36,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],1000,0.0002204,0.000226881,0.0002658,N/A
p1_find_missing_number,prompt_2,36,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],10000,0.0019734,0.00204433,0.0022051,N/A
p1_find_missing_number,prompt_2,36,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],100000,0.0654194,0.067455673,0.0753985,N/A
p1_find_missing_number,prompt_2,37,['def funcImp(arg1):\n    expected_sum = (len(arg1) + 1) * (len(arg1) + 2) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],1000,0.000213,0.000238926,0.0004898,N/A
p1_find_missing_number,prompt_2,37,['def funcImp(arg1):\n    expected_sum = (len(arg1) + 1) * (len(arg1) + 2) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],10000,0.0019782,0.002069368,0.0025281,N/A
p1_find_missing_number,prompt_2,37,['def funcImp(arg1):\n    expected_sum = (len(arg1) + 1) * (len(arg1) + 2) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],100000,0.0646995,0.06813908,0.0761774,N/A
p1_find_missing_number,prompt_2,38,['def funcImp(arg1):\n    n = len(arg1) + 1\n    total_sum = n * (n + 1) // 2\n    list_sum = sum(arg1)\n    return total_sum - list_sum'],1000,0.0002115,0.000223629,0.0003772,N/A
p1_find_missing_number,prompt_2,38,['def funcImp(arg1):\n    n = len(arg1) + 1\n    total_sum = n * (n + 1) // 2\n    list_sum = sum(arg1)\n    return total_sum - list_sum'],10000,0.0019693,0.002058803,0.0022096,N/A
p1_find_missing_number,prompt_2,38,['def funcImp(arg1):\n    n = len(arg1) + 1\n    total_sum = n * (n + 1) // 2\n    list_sum = sum(arg1)\n    return total_sum - list_sum'],100000,0.0657033,0.068010182,0.078456,N/A
p1_find_missing_number,prompt_2,39,"['def funcImp(arg1):\n    n = len(arg1) + 1\n    x1 = arg1[0] if arg1 else 0\n    x2 = 1\n    for i in range(1, n - 1):\n        x1 ^= arg1[i]\n        x2 ^= i + 1\n    x2 ^= n\n    return x1 ^ x2']",1000,0.0038517,0.004015562,0.0046583,N/A
p1_find_missing_number,prompt_2,39,"['def funcImp(arg1):\n    n = len(arg1) + 1\n    x1 = arg1[0] if arg1 else 0\n    x2 = 1\n    for i in range(1, n - 1):\n        x1 ^= arg1[i]\n        x2 ^= i + 1\n    x2 ^= n\n    return x1 ^ x2']",10000,0.0395416,0.04140828,0.0458351,N/A
p1_find_missing_number,prompt_2,39,"['def funcImp(arg1):\n    n = len(arg1) + 1\n    x1 = arg1[0] if arg1 else 0\n    x2 = 1\n    for i in range(1, n - 1):\n        x1 ^= arg1[i]\n        x2 ^= i + 1\n    x2 ^= n\n    return x1 ^ x2']",100000,0.4000279,0.406248197,0.4236519,N/A
p1_find_missing_number,prompt_2,40,"['def funcImp(arg1):\n    n = len(arg1)\n    result = 0\n    for i in range(1, n + 2):\n        result ^= i\n    for i in arg1:\n        result ^= i\n    return result']",1000,0.0035753,0.003703771,0.0039547,N/A
p1_find_missing_number,prompt_2,40,"['def funcImp(arg1):\n    n = len(arg1)\n    result = 0\n    for i in range(1, n + 2):\n        result ^= i\n    for i in arg1:\n        result ^= i\n    return result']",10000,0.0354801,0.036763386,0.0393062,N/A
p1_find_missing_number,prompt_2,40,"['def funcImp(arg1):\n    n = len(arg1)\n    result = 0\n    for i in range(1, n + 2):\n        result ^= i\n    for i in arg1:\n        result ^= i\n    return result']",100000,0.3616177,0.370073598,0.3954465,N/A
p1_find_missing_number,prompt_2,41,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],1000,0.0002121,0.000221099,0.000255,N/A
p1_find_missing_number,prompt_2,41,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],10000,0.0019739,0.002064639,0.0024245,N/A
p1_find_missing_number,prompt_2,41,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],100000,0.0643242,0.067145497,0.0700089,N/A
p1_find_missing_number,prompt_2,42,['def funcImp(arg1):\n    total_sum = sum(arg1)\n    expected_sum = (len(arg1) + 1) * (len(arg1) + 2) // 2\n    missing_num = expected_sum - total_sum\n    return missing_num'],1000,0.0002209,0.000226684,0.0002778,N/A
p1_find_missing_number,prompt_2,42,['def funcImp(arg1):\n    total_sum = sum(arg1)\n    expected_sum = (len(arg1) + 1) * (len(arg1) + 2) // 2\n    missing_num = expected_sum - total_sum\n    return missing_num'],10000,0.0019815,0.002105402,0.0031676,N/A
p1_find_missing_number,prompt_2,42,['def funcImp(arg1):\n    total_sum = sum(arg1)\n    expected_sum = (len(arg1) + 1) * (len(arg1) + 2) // 2\n    missing_num = expected_sum - total_sum\n    return missing_num'],100000,0.065165,0.067600371,0.0734243,N/A
p1_find_missing_number,prompt_2,43,['def funcImp(arg1):\n    expected_sum = sum(range(len(arg1) + 2))\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],1000,0.0006799,0.000719623,0.0008666,N/A
p1_find_missing_number,prompt_2,43,['def funcImp(arg1):\n    expected_sum = sum(range(len(arg1) + 2))\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],10000,0.0072186,0.007574452,0.0100972,N/A
p1_find_missing_number,prompt_2,43,['def funcImp(arg1):\n    expected_sum = sum(range(len(arg1) + 2))\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],100000,0.1503116,0.15470914,0.178553,N/A
p1_find_missing_number,prompt_2,44,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = sum(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    return expected_sum - total_sum'],1000,0.0002119,0.000225187,0.000264,N/A
p1_find_missing_number,prompt_2,44,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = sum(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    return expected_sum - total_sum'],10000,0.0019756,0.002082933,0.0030044,N/A
p1_find_missing_number,prompt_2,44,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = sum(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    return expected_sum - total_sum'],100000,0.0653876,0.068064954,0.0725578,N/A
p1_find_missing_number,prompt_2,45,"['def funcImp(arg1):\n    n = len(arg1) + 1\n    x1 = arg1[0]\n    x2 = 1\n    for i in range(1, n - 1):\n        x1 ^= arg1[i]\n    for i in range(2, n + 1):\n        x2 ^= i\n    return x1 ^ x2']",1000,0.0040286,0.004224023,0.0056111,N/A
p1_find_missing_number,prompt_2,45,"['def funcImp(arg1):\n    n = len(arg1) + 1\n    x1 = arg1[0]\n    x2 = 1\n    for i in range(1, n - 1):\n        x1 ^= arg1[i]\n    for i in range(2, n + 1):\n        x2 ^= i\n    return x1 ^ x2']",10000,0.0410679,0.042656467,0.0615587,N/A
p1_find_missing_number,prompt_2,45,"['def funcImp(arg1):\n    n = len(arg1) + 1\n    x1 = arg1[0]\n    x2 = 1\n    for i in range(1, n - 1):\n        x1 ^= arg1[i]\n    for i in range(2, n + 1):\n        x2 ^= i\n    return x1 ^ x2']",100000,0.4203404,0.427002412,0.4416662,N/A
p1_find_missing_number,prompt_2,46,['def funcImp(arg1):\n    n = len(arg1) + 1\n    total_sum = n * (n + 1) // 2\n    list_sum = sum(arg1)\n    missing_num = total_sum - list_sum\n    return missing_num'],1000,0.0002132,0.000224293,0.0002342,N/A
p1_find_missing_number,prompt_2,46,['def funcImp(arg1):\n    n = len(arg1) + 1\n    total_sum = n * (n + 1) // 2\n    list_sum = sum(arg1)\n    missing_num = total_sum - list_sum\n    return missing_num'],10000,0.0019734,0.002075989,0.0027511,N/A
p1_find_missing_number,prompt_2,46,['def funcImp(arg1):\n    n = len(arg1) + 1\n    total_sum = n * (n + 1) // 2\n    list_sum = sum(arg1)\n    missing_num = total_sum - list_sum\n    return missing_num'],100000,0.0653075,0.067826168,0.071725,N/A
p1_find_missing_number,prompt_2,47,['def funcImp(arg1):\n    n = len(arg1) + 1\n    expected_sum = n * (n + 1) / 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],1000,0.0002141,0.000226238,0.0002491,N/A
p1_find_missing_number,prompt_2,47,['def funcImp(arg1):\n    n = len(arg1) + 1\n    expected_sum = n * (n + 1) / 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],10000,0.0019821,0.002071414,0.003353,N/A
p1_find_missing_number,prompt_2,47,['def funcImp(arg1):\n    n = len(arg1) + 1\n    expected_sum = n * (n + 1) / 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],100000,0.0654537,0.067264417,0.0736267,N/A
p1_find_missing_number,prompt_2,48,['def funcImp(arg1):\n    n = len(arg1) + 1\n    expected_sum = n * (n + 1) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],1000,0.0002146,0.000225585,0.0002862,N/A
p1_find_missing_number,prompt_2,48,['def funcImp(arg1):\n    n = len(arg1) + 1\n    expected_sum = n * (n + 1) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],10000,0.0019745,0.002061612,0.0026117,N/A
p1_find_missing_number,prompt_2,48,['def funcImp(arg1):\n    n = len(arg1) + 1\n    expected_sum = n * (n + 1) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],100000,0.0649291,0.067803409,0.0810989,N/A
p1_find_missing_number,prompt_2,49,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],1000,0.0002176,0.00022708,0.0002564,N/A
p1_find_missing_number,prompt_2,49,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],10000,0.0019682,0.002024028,0.002233,N/A
p1_find_missing_number,prompt_2,49,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],100000,0.0648175,0.066758415,0.0715751,N/A
p1_find_missing_number,prompt_2,50,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],1000,0.0002128,0.000224002,0.0002555,N/A
p1_find_missing_number,prompt_2,50,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],10000,0.0019678,0.00202269,0.002181,N/A
p1_find_missing_number,prompt_2,50,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],100000,0.0645865,0.067015706,0.0781698,N/A
p1_find_missing_number,prompt_2,51,"['def funcImp(arg1):\n    n = len(arg1)\n    a = 1\n    for i in range(2, n + 1):\n        a ^= i\n    b = arg1[0]\n    for i in arg1[1:]:\n        b ^= i\n    return a ^ b']",1000,0.0036639,0.003862098,0.0045003,N/A
p1_find_missing_number,prompt_2,51,"['def funcImp(arg1):\n    n = len(arg1)\n    a = 1\n    for i in range(2, n + 1):\n        a ^= i\n    b = arg1[0]\n    for i in arg1[1:]:\n        b ^= i\n    return a ^ b']",10000,0.036418,0.037553364,0.0394699,N/A
p1_find_missing_number,prompt_2,51,"['def funcImp(arg1):\n    n = len(arg1)\n    a = 1\n    for i in range(2, n + 1):\n        a ^= i\n    b = arg1[0]\n    for i in arg1[1:]:\n        b ^= i\n    return a ^ b']",100000,0.3904335,0.404338258,0.434654,N/A
p1_find_missing_number,prompt_2,52,['def funcImp(arg1):\n    n = len(arg1)\n    missing_num = n * (n + 1) // 2 - sum(arg1)\n    return missing_num'],1000,0.0002103,0.000224059,0.0002666,N/A
p1_find_missing_number,prompt_2,52,['def funcImp(arg1):\n    n = len(arg1)\n    missing_num = n * (n + 1) // 2 - sum(arg1)\n    return missing_num'],10000,0.0019708,0.002028338,0.0021919,N/A
p1_find_missing_number,prompt_2,52,['def funcImp(arg1):\n    n = len(arg1)\n    missing_num = n * (n + 1) // 2 - sum(arg1)\n    return missing_num'],100000,0.0642311,0.067410165,0.0772797,N/A
p1_find_missing_number,prompt_2,53,['def funcImp(arg1):\n    n = len(arg1) + 1\n    total_sum = n * (n + 1) // 2\n    list_sum = sum(arg1)\n    missing_number = total_sum - list_sum\n    return missing_number'],1000,0.0002119,0.000216566,0.0002611,N/A
p1_find_missing_number,prompt_2,53,['def funcImp(arg1):\n    n = len(arg1) + 1\n    total_sum = n * (n + 1) // 2\n    list_sum = sum(arg1)\n    missing_number = total_sum - list_sum\n    return missing_number'],10000,0.0019717,0.002048567,0.0025198,N/A
p1_find_missing_number,prompt_2,53,['def funcImp(arg1):\n    n = len(arg1) + 1\n    total_sum = n * (n + 1) // 2\n    list_sum = sum(arg1)\n    missing_number = total_sum - list_sum\n    return missing_number'],100000,0.0646539,0.066990581,0.0711228,N/A
p1_find_missing_number,prompt_2,54,['def funcImp(arg1):\n    array_sum = sum(arg1)\n    n = len(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    return expected_sum - array_sum'],1000,0.0002126,0.000225543,0.0002586,N/A
p1_find_missing_number,prompt_2,54,['def funcImp(arg1):\n    array_sum = sum(arg1)\n    n = len(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    return expected_sum - array_sum'],10000,0.0019748,0.002196079,0.0056487,N/A
p1_find_missing_number,prompt_2,54,['def funcImp(arg1):\n    array_sum = sum(arg1)\n    n = len(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    return expected_sum - array_sum'],100000,0.0652126,0.067540289,0.0755371,N/A
p1_find_missing_number,prompt_2,55,['def funcImp(arg1):\n    n = len(arg1)\n    total = (n + 1) * (n + 2) // 2\n    sum_of_arr = sum(arg1)\n    return total - sum_of_arr'],1000,0.0002136,0.000225437,0.0002548,N/A
p1_find_missing_number,prompt_2,55,['def funcImp(arg1):\n    n = len(arg1)\n    total = (n + 1) * (n + 2) // 2\n    sum_of_arr = sum(arg1)\n    return total - sum_of_arr'],10000,0.0019776,0.002132592,0.0048527,N/A
p1_find_missing_number,prompt_2,55,['def funcImp(arg1):\n    n = len(arg1)\n    total = (n + 1) * (n + 2) // 2\n    sum_of_arr = sum(arg1)\n    return total - sum_of_arr'],100000,0.0651632,0.067904713,0.0740748,N/A
p1_find_missing_number,prompt_2,56,"['def funcImp(arg1):\n    n = len(arg1)\n    xor_sum = 0\n    for i in range(1, n + 2):\n        xor_sum ^= i\n    for i in range(n):\n        xor_sum ^= arg1[i]\n    return xor_sum']",1000,0.0040103,0.004236253,0.0049828,N/A
p1_find_missing_number,prompt_2,56,"['def funcImp(arg1):\n    n = len(arg1)\n    xor_sum = 0\n    for i in range(1, n + 2):\n        xor_sum ^= i\n    for i in range(n):\n        xor_sum ^= arg1[i]\n    return xor_sum']",10000,0.0412888,0.042623659,0.0463341,N/A
p1_find_missing_number,prompt_2,56,"['def funcImp(arg1):\n    n = len(arg1)\n    xor_sum = 0\n    for i in range(1, n + 2):\n        xor_sum ^= i\n    for i in range(n):\n        xor_sum ^= arg1[i]\n    return xor_sum']",100000,0.4212258,0.430566388,0.4476167,N/A
p1_find_missing_number,prompt_2,57,['def funcImp(arg1):\n    missing_number = len(arg1)\n    for i in range(len(arg1)):\n        missing_number ^= i ^ arg1[i]\n    return missing_number'],1000,0.0033624,0.00350344,0.0042093,N/A
p1_find_missing_number,prompt_2,57,['def funcImp(arg1):\n    missing_number = len(arg1)\n    for i in range(len(arg1)):\n        missing_number ^= i ^ arg1[i]\n    return missing_number'],10000,0.0325161,0.03378563,0.0383768,N/A
p1_find_missing_number,prompt_2,57,['def funcImp(arg1):\n    missing_number = len(arg1)\n    for i in range(len(arg1)):\n        missing_number ^= i ^ arg1[i]\n    return missing_number'],100000,0.3324781,0.3386621,0.3511377,N/A
p1_find_missing_number,prompt_2,58,['def funcImp(arg1):\n    given_sum = sum(arg1)\n    expected_sum = (len(arg1) + 1) * (len(arg1) + 2) // 2\n    missing_num = expected_sum - given_sum\n    return missing_num'],1000,0.0002206,0.000226624,0.0002742,N/A
p1_find_missing_number,prompt_2,58,['def funcImp(arg1):\n    given_sum = sum(arg1)\n    expected_sum = (len(arg1) + 1) * (len(arg1) + 2) // 2\n    missing_num = expected_sum - given_sum\n    return missing_num'],10000,0.0019784,0.002052635,0.0023026,N/A
p1_find_missing_number,prompt_2,58,['def funcImp(arg1):\n    given_sum = sum(arg1)\n    expected_sum = (len(arg1) + 1) * (len(arg1) + 2) // 2\n    missing_num = expected_sum - given_sum\n    return missing_num'],100000,0.0653061,0.067517949,0.0783127,N/A
p1_find_missing_number,prompt_2,59,['def funcImp(arg1):\n    result = len(arg1)\n    for i in range(len(arg1)):\n        result ^= i ^ arg1[i]\n    return result'],1000,0.0033836,0.003525789,0.0038182,N/A
p1_find_missing_number,prompt_2,59,['def funcImp(arg1):\n    result = len(arg1)\n    for i in range(len(arg1)):\n        result ^= i ^ arg1[i]\n    return result'],10000,0.0325291,0.033698243,0.0365215,N/A
p1_find_missing_number,prompt_2,59,['def funcImp(arg1):\n    result = len(arg1)\n    for i in range(len(arg1)):\n        result ^= i ^ arg1[i]\n    return result'],100000,0.3318097,0.339279388,0.3556852,N/A
p1_find_missing_number,prompt_2,60,['def funcImp(arg1):\n    n = len(arg1) + 1\n    total_sum = n * (n + 1) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],1000,0.0002233,0.000233758,0.0003053,N/A
p1_find_missing_number,prompt_2,60,['def funcImp(arg1):\n    n = len(arg1) + 1\n    total_sum = n * (n + 1) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],10000,0.001971,0.002061897,0.0022468,N/A
p1_find_missing_number,prompt_2,60,['def funcImp(arg1):\n    n = len(arg1) + 1\n    total_sum = n * (n + 1) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],100000,0.0649265,0.06762958,0.0875117,N/A
p1_find_missing_number,prompt_2,61,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],1000,0.0002203,0.000228488,0.0002537,N/A
p1_find_missing_number,prompt_2,61,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],10000,0.0019748,0.00206477,0.0023755,N/A
p1_find_missing_number,prompt_2,61,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],100000,0.0651633,0.067096885,0.074594,N/A
p1_find_missing_number,prompt_2,62,['def funcImp(arg1):\n    n = len(arg1)\n    missing_num = n ^ n + 1\n    for i in range(n):\n        missing_num ^= arg1[i] ^ i + 1\n    return missing_num'],1000,0.0039203,0.004140912,0.0053853,N/A
p1_find_missing_number,prompt_2,62,['def funcImp(arg1):\n    n = len(arg1)\n    missing_num = n ^ n + 1\n    for i in range(n):\n        missing_num ^= arg1[i] ^ i + 1\n    return missing_num'],10000,0.0391938,0.040434771,0.0432038,N/A
p1_find_missing_number,prompt_2,62,['def funcImp(arg1):\n    n = len(arg1)\n    missing_num = n ^ n + 1\n    for i in range(n):\n        missing_num ^= arg1[i] ^ i + 1\n    return missing_num'],100000,0.3945423,0.403271947,0.4158726,N/A
p1_find_missing_number,prompt_2,63,['def funcImp(arg1):\n    n = len(arg1)\n    missing_number = n\n    for i in range(n):\n        missing_number ^= i ^ arg1[i]\n    return missing_number'],1000,0.0033512,0.003482053,0.0037155,N/A
p1_find_missing_number,prompt_2,63,['def funcImp(arg1):\n    n = len(arg1)\n    missing_number = n\n    for i in range(n):\n        missing_number ^= i ^ arg1[i]\n    return missing_number'],10000,0.0324321,0.033746118,0.0415374,N/A
p1_find_missing_number,prompt_2,63,['def funcImp(arg1):\n    n = len(arg1)\n    missing_number = n\n    for i in range(n):\n        missing_number ^= i ^ arg1[i]\n    return missing_number'],100000,0.331304,0.33618999,0.348878,N/A
p1_find_missing_number,prompt_2,64,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],1000,0.0002212,0.000226073,0.0002465,N/A
p1_find_missing_number,prompt_2,64,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],10000,0.0019726,0.002064716,0.0022744,N/A
p1_find_missing_number,prompt_2,64,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],100000,0.0654099,0.068283537,0.0735236,N/A
p1_find_missing_number,prompt_2,65,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],1000,0.0002212,0.000229623,0.0002982,N/A
p1_find_missing_number,prompt_2,65,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],10000,0.0019725,0.002059376,0.0023886,N/A
p1_find_missing_number,prompt_2,65,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = (n + 1) * (n + 2) // 2\n    actual_sum = sum(arg1)\n    return expected_sum - actual_sum'],100000,0.0649016,0.067693759,0.0714105,N/A
p1_find_missing_number,prompt_2,66,"['def funcImp(arg1):\n    missing_num = 0\n    given_nums_xor = 0\n    nums_xor = 0\n    for num in arg1:\n        given_nums_xor ^= num\n    for i in range(1, len(arg1) + 2):\n        nums_xor ^= i\n    missing_num = given_nums_xor ^ nums_xor\n    return missing_num']",1000,0.0035621,0.003706077,0.0038322,N/A
p1_find_missing_number,prompt_2,66,"['def funcImp(arg1):\n    missing_num = 0\n    given_nums_xor = 0\n    nums_xor = 0\n    for num in arg1:\n        given_nums_xor ^= num\n    for i in range(1, len(arg1) + 2):\n        nums_xor ^= i\n    missing_num = given_nums_xor ^ nums_xor\n    return missing_num']",10000,0.03554,0.03672591,0.0414938,N/A
p1_find_missing_number,prompt_2,66,"['def funcImp(arg1):\n    missing_num = 0\n    given_nums_xor = 0\n    nums_xor = 0\n    for num in arg1:\n        given_nums_xor ^= num\n    for i in range(1, len(arg1) + 2):\n        nums_xor ^= i\n    missing_num = given_nums_xor ^ nums_xor\n    return missing_num']",100000,0.3585762,0.363911666,0.373945,N/A
p1_find_missing_number,prompt_2,67,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    array_sum = sum(arg1)\n    missing_num = total_sum - array_sum\n    return missing_num'],1000,0.0002206,0.000227843,0.0002781,N/A
p1_find_missing_number,prompt_2,67,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    array_sum = sum(arg1)\n    missing_num = total_sum - array_sum\n    return missing_num'],10000,0.001971,0.002020001,0.0022739,N/A
p1_find_missing_number,prompt_2,67,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    array_sum = sum(arg1)\n    missing_num = total_sum - array_sum\n    return missing_num'],100000,0.0643987,0.06740199,0.073674,N/A
p1_find_missing_number,prompt_2,68,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = n * (n + 1) // 2\n    actual_sum = sum(arg1)\n    missing_num = expected_sum - actual_sum\n    return missing_num'],1000,0.0002111,0.000222963,0.0002634,N/A
p1_find_missing_number,prompt_2,68,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = n * (n + 1) // 2\n    actual_sum = sum(arg1)\n    missing_num = expected_sum - actual_sum\n    return missing_num'],10000,0.0019652,0.002019266,0.0021614,N/A
p1_find_missing_number,prompt_2,68,['def funcImp(arg1):\n    n = len(arg1)\n    expected_sum = n * (n + 1) // 2\n    actual_sum = sum(arg1)\n    missing_num = expected_sum - actual_sum\n    return missing_num'],100000,0.0646739,0.06683778,0.0713547,N/A
p1_find_missing_number,prompt_2,69,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],1000,0.0002264,0.000230791,0.0002516,N/A
p1_find_missing_number,prompt_2,69,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],10000,0.0020515,0.002113952,0.0022435,N/A
p1_find_missing_number,prompt_2,69,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) // 2\n    arr_sum = sum(arg1)\n    return total_sum - arr_sum'],100000,0.0646856,0.067023354,0.0782555,N/A
p1_find_missing_number,prompt_2,70,"['def funcImp(arg1):\n    n = len(arg1)\n    xor_sum = 0\n    for i in range(n):\n        xor_sum ^= arg1[i]\n    for i in range(1, n + 1):\n        xor_sum ^= i\n    return xor_sum']",1000,0.004015,0.00416374,0.0052352,N/A
p1_find_missing_number,prompt_2,70,"['def funcImp(arg1):\n    n = len(arg1)\n    xor_sum = 0\n    for i in range(n):\n        xor_sum ^= arg1[i]\n    for i in range(1, n + 1):\n        xor_sum ^= i\n    return xor_sum']",10000,0.0423935,0.043759904,0.0478994,N/A
p1_find_missing_number,prompt_2,70,"['def funcImp(arg1):\n    n = len(arg1)\n    xor_sum = 0\n    for i in range(n):\n        xor_sum ^= arg1[i]\n    for i in range(1, n + 1):\n        xor_sum ^= i\n    return xor_sum']",100000,0.4314414,0.441362227,0.459811,N/A
p1_find_missing_number,prompt_2,71,['def funcImp(arg1):\n    n = len(arg1)\n    total_sum = (n + 1) * (n + 2) / 2\n    arr_sum = sum(arg1)\n    return int(total_sum - arr_sum)'],1000,0.0002255,0.000231828,0.0002668,N/A
